smiles,score,time
CCC1c2ccccc2CCC1C1CCC(Cc2ccc(SC)nn2)CC1,-9.38,5.272
CNc1ccc(NS(=O)(=O)c2sc(COc3ccc(Br)cc3)cc2)cc1,-9.48,6.58
COc1cc(C)nc(Nc2cc(Br)cc(NN=C3CC(C)CC3)n2)n1,-9.03,5.963
Cc1csc(CSCc2cc(C)c(O)s2)s1C,-7.14,4.086
CC(=O)C(Cc1ccc(O)cc1)NC(=O)Cc1ccc(O)c(F)c1,-9.44,6.718
CC1CCN(Cc2cc(NS(=O)(=O)c3ccc(C4CCC4)cc3)ccc2)CC1,-10.5,8.629
CCc1ccc2sc(N3CCN(C(=O)Cc4ccc(C#N)c(OC)c4)CC3)cc2c1,-10.66,8.265
Cc1ccc2ccc(O)cc2c1C1CCCC1c1ccc(Br)cc1,-8.76,5.994
CCc1sc(Cc2cccc(Br)c2)cc1CC1CCOCC1,-8.58,5.721
OC(COc1ccc(Cl)cc1Cl)C(=O)Cc1ccccc1,-8.97,5.639
O=C(c1ccc(O)c(-c2ccc(C)cc2)c1)OC1CCC(NS(=O)(=O)c2ccccc2)C1,-11.21,12.606
CN(C)c1ccc2ccc(CS(=O)(=O)N3CCCC3C)cc2c1,-9.97,4.761
CC(C)c1ccc(C(=O)N2CCC(Cn3c(=O)[nH]c4ccccc43)CC2)cc1,-10.58,7.424
Cc1cc(NC(=O)Nc2cccc(NC(=O)Nc3cnc4c3cCC4)c2)ccc1C,-11.63,7.901
CC(C)CCc1ccc(Nc2ccc(OC)c(Cl)c2)c(Cl)c1,-8.96,6.055
O=C(O)CCCCCCCCCCn1ccc2ccccc2c1=O,-8.38,9.129
CC(C)c1nc2ccccc2n1CC1CC(C(=O)c2ccc(C)c(C)c2)CC1,-9.8,7.895
COc1ccc(C2SCS(=O)(=O)c3ccc(OC)cc3C2)cc1,-7.11,3.917
Brc1cc2c(cc1CCc1ccc(Br)cc1)CCC2,-9.51,3.249
COc1ccc(-c2nnc3n2C(=O)c2ccccc2CC3=O)cc1,-9.29,3.523
CSC1nnc(-c2ccc(OC)c(OC)c2)cc(CCCCCC)n1,-8.09,7.964
CNc1ccc(-c2ccc(NC(=O)c3cccc4ccccc3O4)cc2)cc1,-11.46,5.64
OCC(Cc1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,-9.18,7.241
Oc1ncccc1C(=O)N1c2ccccc2Oc2ccc(F)cc21,-8.57,5.126
O=C(CCCc1ccc2c(c1)OCO2)c1c(O)ccc2[nH]ccc12,-9.27,5.986
CN(C)c1ccc(NC(=O)c2ccc3c(c2)OCO3)c(Br)c1,-9.03,5.403
CC(=O)NC1CCN(Cc2cn(-c3cc(C)ccc3O)cc2C)cC1CC,-10.35,7.475
CNc1ccc(S(=O)(=O)c2ccc(SC)c(C)c2)cc1,-8.21,4.262
Cc1ccc(OC(=O)CC2CCCS(=O)(=O)C2)cc1Cl,-8.65,5.721
C[N+]1(C)CCC(c2cccc(I)c2)CCC1CC,-7.94,3.481
COc1ccc(CNC(=O)c2ccc(NS(=O)c3ccc4c(c3)OCC4=O)cc2)cc1OC,-10.12,12.499
CN(C)CCNC(=O)c1c(-c2ccccc2C#N)cc2ccccc2c1N1CCN(C=O)C1,-7.88,12.344
Cc1ccc(NNC(=O)c2ccc(CNc3ccc4c(c3)CCC4)cc2)cc1C,-11.22,7.515
Oc1cc(-c2ccc(Cl)cc2)nc(CN2CCC(Cc3cccs3)C2)n1,-9.98,7.256
Cc1cc(NC(=O)c2ccc3cc(O)c(C=N)cc3c2)ccn1,-10.34,5.006
CCc1ccc(N2CCN(S(=O)(=O)c3ccccc3Cl)CC2)cc1,-9.88,6.497
CCC(=O)NC(=N)Nc1cc(-c2cccc(OC)c2OC)ccc1C,-8.94,7.841
COc1ccc(C2=CCS(=O)(=O)C(Cc3ccc(C)cc3C(F)(F)F)C2)c(C)c1,-10.26,8.114
COc1ccc(N2C(=O)c3ccc(Br)cc3OC2c2ccc3c(c2)OCO3)cc1O,-10.03,7.388
CN(C)C1CCN(Cc2cccc(-c3ccnc4[nH]ccc34)c2)CC1,-9.62,6.848
CCc1ccccc1C1CNC(CCCc2ccccc2)CC1,-9.81,5.824
